GEOID,county_name,state,state_name,MRR2010,TractsHTC ,TotPopinHTCTracts,TotPopinHHsHTCTracts,TotPopACS18,TotUnder5,WhiteAloneOrCombo,BlackAloneOrCombo,AmerIndAloneorCombo,AsianAloneOrCombo,NatHawAloneOrCombo,Hispanic,TotPopBornOutUS,FB2010Plus,FB2000Plus,FBNotCit2010Plus,FBNotCit2000Plus,TotPopBornOutUS_IncNative,FB2010Plus_IncNative,FB2000Plus_IncNative,HH_SingleParent,TotHH,Owner_TOTAL,Renter_TOTAL,HHer15to34,HHer35to54,HHer55to64,HHer65plus,TotPopinHHs,HH_Crowded,HH_Owner_Crowded,HH_Renter_Crowded,Units_TOTAL,Units_2Plus,Units_10Plus,Moved2015later,Move10to14,Moved00to09,Moved90to99,Moved1989earlier,GroupQuarterACS18,NoInternet,Internet_NoSub,Internet,DialUpOnly,Broadband_Any,Cellular,CellularOnly,Broadband_CableFiberOpticDSL,Broadband_CableFiberOpticDSLOnly,Satellite,SatelliteOnly,OtherOnly,LEPHHs,LEPspanHHs,LEPindoeurHHs,LEPapacHHs,LEPotherHHs,Poverty_TOTAL,Poverty_Less100,Poverty_Less150,Poverty_Less200
23017,Oxford County,23, Maine,0.823225378,0,0,0,57325,2635,56480,519,949,594,30,750,838,106,213,100,159,1182,133,314,1916,20814,16757,4057,1863,6821,5475,6655,56589,320,111,209,36794,4952,1892,2233,4308,5994,3204,5075,736,4190,1006,15618,279,15339,9066,1408,13022,5538,1235,352,25,32,9,23,0,0,56611,8977,15676,22160
23019,Penobscot County,23, Maine,0.800205382,0,0,0,151748,7161,146491,2144,3331,2215,109,2006,4143,900,2039,880,1524,5489,1082,2400,6092,61578,42921,18657,11488,20533,13114,16443,145098,1032,442,590,75490,16695,3738,9630,15405,17533,8416,10594,6650,9633,2520,49425,711,48714,31836,4240,42430,15196,2755,760,132,248,18,163,57,10,145211,22744,36801,50986
23021,Piscataquis County,23, Maine,0.796231884,0,0,0,16887,707,16479,150,234,171,9,242,324,96,116,90,103,399,102,124,651,7357,5561,1796,766,2119,1751,2721,16553,88,47,41,15444,1120,167,753,1691,2128,1183,1602,334,1703,518,5136,161,4975,2785,686,3737,1883,615,195,4,7,0,0,7,0,16517,3179,5282,7136
23023,Sagadahoc County,23, Maine,0.827408963,0,0,0,35277,1784,34604,411,462,421,104,577,1319,82,414,82,275,1775,120,528,1400,15833,11987,3846,2543,4914,3655,4721,35076,75,39,36,18738,2894,616,2448,3784,4473,2427,2701,201,2160,532,13141,90,13051,8939,1219,11458,3853,563,102,3,53,0,43,10,0,35039,3420,5817,8898
23025,Somerset County,23, Maine,0.792495766,0,0,0,50710,2329,49984,462,692,468,53,530,827,51,196,35,150,1268,54,252,2083,21533,16318,5215,2820,7315,4742,6656,49980,493,190,303,30817,3005,450,2503,5016,6119,3326,4569,730,4922,725,15886,210,15676,8658,1758,12669,6155,1493,475,52,159,20,74,34,31,49944,9624,15851,21797
23027,Waldo County,23, Maine,0.809219759,0,0,0,39418,1801,38685,404,564,354,23,528,927,198,367,195,257,1461,348,567,1548,17067,13583,3484,2505,5298,4017,5247,38742,340,250,90,22323,2113,213,2279,3931,5109,2576,3172,676,3043,556,13468,236,13232,8810,1474,10574,3932,1149,279,39,32,0,23,9,0,38531,5348,9242,13250
23029,Washington County,23, Maine,0.784939759,2,4720,4618,31694,1513,29566,340,2068,238,23,705,1307,232,452,164,250,2094,265,533,1377,13806,10552,3254,1751,4135,3291,4629,30683,116,75,41,23294,1804,458,1567,3301,3785,2219,2934,1011,3199,579,10028,208,9820,5026,739,7923,4043,1150,539,68,78,49,13,3,13,30616,5657,9448,13213
23031,York County,23, Maine,0.815708074,1,3307,3301,203102,9662,197350,2876,2124,3551,85,3378,6736,1299,2312,1027,1286,8787,1489,2667,6463,84648,62849,21799,12660,28956,18972,24060,199947,1076,619,457,109399,23012,5019,12430,20431,23538,13475,14774,3155,10579,2559,71510,697,70813,46303,4301,64704,23248,2722,288,92,882,104,559,208,11,199427,16783,29564,45860
24001,Allegany County,24, Maryland,0.820711492,3,9176,7366,71977,3274,64768,6933,522,991,53,1261,1511,428,734,415,598,1985,428,790,2528,27837,19102,8735,5048,8532,5352,8905,64049,375,164,211,32962,5989,1692,3818,6272,6351,4179,7217,7928,6535,883,20419,171,20248,14266,2368,16701,5424,1516,301,14,181,39,69,73,0,64198,10558,17816,23431
24003,Anne Arundel County,24, Maryland,0.80886275,7,40593,40388,567696,35064,435591,104958,5805,29225,1621,42640,47252,8040,23727,7251,16172,58752,9884,27490,18854,207599,154340,53259,35958,81425,41350,48866,550909,3585,1108,2477,222589,39667,28660,33797,53813,57546,29751,32692,16787,17250,4164,186185,375,185810,138442,11582,172006,45417,4613,614,145,3564,1470,774,1083,237,550724,33045,57557,83296
24005,Baltimore County,24, Maryland,0.805019324,17,85508,75201,827625,48990,527224,247723,6907,56554,2048,43484,102976,21878,57777,19520,38588,112517,23823,61519,34781,312913,205641,107272,53018,112091,64133,83671,807208,5135,1666,3469,336554,94558,63716,46786,84977,84484,46007,50659,20417,37023,9510,266380,1156,265224,190567,20398,239523,70426,9733,1270,361,8036,2432,2732,2049,823,806907,74571,121854,181391
24009,Calvert County,24, Maryland,0.827335001,0,0,0,91082,4860,77413,12974,1131,2797,513,3427,2649,412,942,321,571,3889,514,1224,3190,31726,26367,5359,3760,13397,7028,7541,90456,239,135,104,35003,1822,1429,3870,7276,10128,5681,4771,626,2881,680,28165,125,28040,21022,1758,25345,6579,1528,189,42,76,20,49,7,0,90234,4578,8580,11925
24011,Caroline County,24, Maryland,0.789837288,1,3671,3579,32875,2010,27155,5099,251,418,10,2304,1557,394,928,367,847,1866,401,1035,1629,12081,8748,3333,1978,4458,2531,3114,32366,287,142,145,13581,1370,180,1631,2478,3567,1865,2540,509,2441,350,9290,44,9246,7019,2065,6171,1839,957,303,18,227,142,55,19,11,32299,4754,8192,11466
24013,Carroll County,24, Maryland,0.850021673,0,0,0,167522,8748,156609,7467,972,4279,223,5632,6349,702,2777,673,1938,8181,806,3313,4258,60450,49668,10782,7744,23446,13468,15792,163886,626,269,357,63399,7162,3739,6687,12429,18750,11601,10983,3636,7144,1380,51926,444,51482,38738,7718,40760,11562,3814,681,75,278,89,67,122,0,164027,8671,14926,22446
24015,Cecil County,24, Maryland,0.801367026,2,10560,9887,102517,5736,92736,8385,1045,1972,154,4386,3574,780,1691,606,1169,5011,933,2056,3699,36930,26874,10056,5573,13954,8201,9202,101041,813,168,645,42608,7312,2575,5385,8275,11133,5978,6159,1476,5979,1304,29647,141,29506,20697,3397,24464,8049,2129,565,57,359,172,38,149,0,101188,9525,17206,24945
24017,Charles County,24, Maryland,0.80502677,2,11102,11060,157671,9552,78204,76588,3839,6844,506,8757,9524,1507,4479,1337,2750,12714,1837,5489,7687,55903,42764,13139,8039,26004,11046,10814,155325,757,303,454,59763,5527,3820,8356,14703,17857,8031,6956,2346,7076,785,48042,253,47789,31851,3689,42463,15030,2889,518,38,706,342,107,124,133,155335,9423,16718,25641
24019,Dorchester County,24, Maryland,0.812177333,0,0,0,32261,1857,22177,9663,486,582,7,1715,1108,123,659,115,505,1671,253,1078,1926,13264,8944,4320,2147,4117,2749,4251,31680,150,64,86,16741,2676,933,1834,3421,3388,2151,2470,581,3089,335,9840,132,9708,7463,2028,6842,1873,960,243,61,151,94,52,5,0,31807,5017,8182,11276
24021,Frederick County,24, Maryland,0.821686512,2,12982,10951,248472,14628,208657,27653,2166,13744,398,22855,26421,5157,14137,4717,9959,30059,5588,15204,8070,91405,68379,23026,14642,37827,18664,20272,243774,1134,477,657,95986,15990,10358,15051,23409,26677,13531,12737,4698,8934,2451,80020,510,79510,56912,5959,70187,20983,5201,984,83,1989,926,346,624,93,243547,17341,28794,41387
24023,Garrett County,24, Maryland,0.854166667,0,0,0,29376,1436,28893,454,208,185,104,331,311,54,106,52,73,512,63,116,980,12073,9419,2654,1689,3766,2781,3837,28709,116,110,6,19288,1472,588,1357,2479,3247,2162,2828,667,2740,350,8983,148,8835,6280,1802,5624,2034,1363,381,26,35,1,32,0,2,28700,2788,6511,9973
24025,Harford County,24, Maryland,0.829903189,1,2940,2555,251025,14060,204519,38209,2091,9960,369,11069,14031,1935,5543,1503,2982,18434,2331,6843,8161,93286,73203,20083,13797,36301,20008,23180,249254,1080,431,649,99570,16251,10490,12933,21740,28524,15101,14988,1771,10067,2106,81113,347,80766,56607,5521,73402,22774,3511,501,62,1009,450,258,283,18,248901,18805,31420,45146
24027,Howard County,24, Maryland,0.823387607,3,19350,19034,315327,18777,193242,65415,3104,62504,299,21200,66566,11238,32197,9829,20729,72502,12174,34032,9245,112966,82648,30318,17056,49627,22835,23448,313017,2241,603,1638,118027,29793,20544,18586,31185,32820,16874,13501,2310,5304,2123,105539,219,105320,85168,4662,99586,19343,2959,205,75,3539,475,665,2240,159,312905,16829,28301,38761
24029,Kent County,24, Maryland,0.829580206,0,0,0,19593,792,16327,3126,117,286,6,848,834,174,587,173,542,987,201,666,737,7910,5478,2432,947,2225,1570,3168,17939,20,8,12,10675,1430,631,1168,1988,2169,1101,1484,1654,1877,241,5792,21,5771,4304,1114,3853,1062,881,307,13,113,105,8,0,0,17956,2210,3694,5195
24031,Montgomery County,24, Maryland,0.824610035,11,53910,53492,1040133,66700,595251,208926,10679,173218,2127,200307,336084,63238,162733,56767,116027,356877,68055,172535,32990,370227,242263,127964,56749,151270,75192,87016,1031286,11957,3099,8858,388254,132139,105240,65371,101558,101048,53018,49232,8847,24638,8717,336872,1039,335833,252501,17943,311933,76069,13057,1163,1155,24850,9679,4736,8372,2063,1031664,71153,125075,184429
24033,Prince George's County,24, Maryland,0.764700752,51,225202,213056,906202,60057,180665,588122,11345,45328,1223,162372,203432,42682,114344,37831,85497,215974,45104,119845,44941,308849,191562,117287,50654,127313,65321,65561,887488,12083,2834,9249,331272,105438,75088,52385,86948,83235,44837,41444,18714,35412,8557,264880,943,263937,187332,21496,236644,71660,14164,1369,298,16917,11680,1633,2133,1471,885967,78590,135521,205431
24035,Queen Anne's County,24, Maryland,0.826393452,0,0,0,49355,2504,44876,3870,125,688,74,1871,2088,368,1033,311,822,2571,426,1094,1321,18148,14844,3304,2085,6662,4325,5076,48888,211,113,98,21023,1576,584,2070,4077,6271,3003,2727,467,2036,389,15723,77,15646,12240,2541,12079,2794,1555,408,57,134,82,10,42,0,48846,2691,4736,7070
24037,St. Mary's County,24, Maryland,0.795659483,2,15092,14939,111531,7178,91275,18027,998,4342,182,5521,5382,1305,2483,1140,1928,7300,1531,3189,3934,40332,28565,11767,7806,16288,8237,8001,108602,531,338,193,44442,6708,3546,6832,11178,11415,5653,5254,2929,5502,1599,33231,269,32962,21767,2833,28209,9932,2964,707,39,311,67,83,161,0,108393,9026,14131,20582
24039,Somerset County,24, Maryland,0.794490142,1,6925,4961,25737,1204,14051,11211,183,300,5,899,1578,284,1012,234,464,1674,296,1024,1239,8383,5446,2937,1706,2428,1746,2503,19646,102,79,23,11391,2346,1143,1243,2069,2336,1176,1559,6091,2208,381,5794,67,5727,3777,1082,3911,1607,852,163,0,105,22,0,38,45,19564,3996,6534,8768
24041,Talbot County,24, Maryland,0.843222452,0,0,0,37211,1733,31885,5071,601,587,39,2412,2260,180,922,180,803,2636,225,971,1653,16627,11588,5039,2265,4726,3240,6396,36800,134,38,96,20201,2709,585,2412,4252,5044,2476,2443,411,2335,418,13874,63,13811,10666,1899,11087,2903,1065,143,17,420,343,24,53,0,36747,3508,6308,8325
24043,Washington County,24, Maryland,0.792398044,3,10302,10273,149811,8656,128749,19672,1304,3576,446,7155,7455,1227,3468,991,2336,8947,1480,3911,6429,55864,36550,19314,8980,20518,10931,15435,140926,1023,260,763,61388,11977,5304,8341,13641,15513,8224,10145,8885,11411,2231,42222,465,41757,29231,4321,35427,11126,2944,546,152,639,392,80,134,33,141033,17902,28686,41385
24045,Wicomico County,24, Maryland,0.781228334,4,20574,19253,102172,6156,70892,28383,724,3623,129,5198,8442,2355,5686,2208,4383,9551,2576,6292,4969,37637,22271,15366,7769,12391,7856,9621,98070,1328,220,1108,42332,9174,5151,6972,10311,10272,4827,5255,4102,6790,1514,29333,229,29104,18929,2809,25097,9383,1676,311,55,1146,485,467,194,0,98394,14944,23956,34318
24047,Worcester County,24, Maryland,0.856164053,0,0,0,51564,2158,43688,7416,346,893,102,1765,2331,464,1004,413,775,2735,518,1093,1578,21672,16380,5292,2062,6328,4677,8605,50752,306,196,110,56169,24867,19271,2997,4968,7071,3578,3058,812,3619,698,17355,105,17250,11971,2158,13980,4749,1268,278,49,106,21,14,58,13,50772,4742,8687,12766
24510,Baltimore city,24, Maryland,0.761047938,61,158606,152600,614700,40044,198365,394321,6570,19539,1051,31503,49818,14290,29674,13307,23572,55940,15670,32083,37775,238436,112897,125539,55721,81297,46366,55052,590812,4932,1052,3880,294522,98713,49551,45180,75593,54691,26959,36013,23888,52663,12287,173486,1118,172368,128789,29085,136848,39609,8075,1542,448,4827,2101,1184,1258,284,591942,128829,188520,246443
25001,Barnstable County,25, Massachusetts,0.852297494,3,10635,10409,213690,7884,200156,8121,2472,4363,277,6228,16648,3083,8362,2672,5244,18673,3486,9113,5914,94292,74991,19301,7957,25391,21632,39312,210909,1086,598,488,163181,21805,6489,10380,22995,25359,18550,17008,2781,10646,2620,81026,461,80565,55572,4436,74724,21995,4257,413,100,1461,388,883,149,41,210671,14799,28350,43022
25003,Berkshire County,25, Massachusetts,0.851068372,0,0,0,127328,5418,118500,5667,948,2759,109,5839,8206,1780,3945,1576,2802,10051,2108,4848,5379,55167,37994,17173,7419,17121,12273,18354,120426,398,164,234,69078,20970,5152,6918,12981,14635,8105,12528,6902,8531,1731,44905,456,44449,30662,4058,38172,12428,2673,589,140,925,352,445,94,34,120939,13759,23250,32701
25005,Bristol County,25, Massachusetts,0.777731971,45,155124,153381,558905,29471,486752,30538,4639,15094,902,43042,72272,9193,21455,7778,14919,86228,12863,27876,24909,216618,135377,81241,34686,81985,44223,55724,543241,3090,1356,1734,234458,98130,20809,30335,55563,56332,32346,42042,15664,35437,7536,173645,801,172844,120604,14043,155648,50156,4636,512,244,12005,3450,7810,636,109,543583,62439,102884,142099
25007,Dukes County,25, Massachusetts,#NULL!,0,0,0,17313,651,16054,1194,460,111,157,606,2098,358,1073,358,678,2404,411,1245,496,6367,4930,1437,436,2099,1495,2337,17054,71,24,47,17789,948,184,499,1155,2064,1363,1286,259,893,520,4954,7,4947,3118,189,4548,1662,332,152,0,80,19,61,0,0,17170,1368,2296,4089
25009,Essex County,25, Massachusetts,0.778971013,50,216747,213240,781024,44112,645722,45156,4648,31796,1073,158974,130289,27604,65366,24312,44686,153375,32275,76303,31881,292659,187549,105110,41181,110503,63587,77388,763016,6913,1577,5336,312013,129774,45312,40998,81203,78134,43333,48991,18008,38558,6643,247458,899,246559,183325,16696,227226,60585,6298,531,205,18942,13439,3540,1536,427,764716,81801,133049,182940
25011,Franklin County,25, Massachusetts,0.854923216,0,0,0,70935,3156,67535,1610,705,1622,140,2766,3898,979,2168,896,1464,4796,1188,2469,2412,30328,21028,9300,3862,9751,7610,9105,69280,314,108,206,34071,9600,2114,3793,7375,8124,4334,6702,1655,4710,993,24625,304,24321,14714,1677,20762,8238,2145,888,73,472,212,142,99,19,69705,7226,13393,19282
25013,Hampden County,25, Massachusetts,0.808142555,17,66899,62839,469116,26426,391711,48942,3843,13597,787,115479,40514,6823,17578,5835,11184,84942,15331,35794,26085,179043,108938,70105,29803,64782,37456,47002,454428,3941,1034,2907,193525,75791,22088,25942,45942,46757,25757,34645,14688,34100,6057,138886,901,137985,86893,11843,123373,47483,3793,669,258,11587,8469,2166,742,210,454525,77830,122378,160615
25015,Hampshire County,25, Massachusetts,0.84204447,2,14869,366,161159,5650,146120,6165,1202,10501,248,8882,13673,4271,7906,4198,5898,17006,4750,8905,4608,58665,38587,20078,10677,19316,12569,16103,138282,590,359,231,63667,21504,6530,8484,14754,14635,8861,11931,22877,6216,1390,51059,351,50708,30835,2822,46772,18665,1439,415,165,930,301,304,311,14,138384,18349,26302,34033
25017,Middlesex County,25, Massachusetts,0.797869272,65,308185,299329,1595192,87158,1274063,102883,8865,207109,2241,125533,335572,85642,177589,78150,133626,367639,91799,190727,41824,600032,374413,225619,111255,230377,114852,143548,1536487,11212,2974,8238,632582,285997,120397,97667,168381,145398,84569,104017,58705,57076,12153,530803,1607,529196,382695,27126,496239,139902,11935,1240,545,34519,8193,14099,10188,2039,1539582,122070,191314,265810
25019,Nantucket County,25, Massachusetts,#NULL!,0,0,0,11101,696,10114,789,131,240,31,505,1123,294,628,249,492,1315,303,714,299,3722,2576,1146,401,1555,856,910,10814,26,21,5,12191,1128,46,416,995,1051,649,611,287,237,51,3434,15,3419,2196,170,3174,1180,120,19,0,66,54,4,8,0,10995,947,1367,1708
25021,Norfolk County,25, Massachusetts,0.79866768,18,88345,87653,698249,37527,560988,54107,3701,83144,942,30363,123506,28021,57991,25837,39847,133006,29682,61716,16916,263551,182313,81238,39059,100726,54703,69063,679779,3879,1338,2541,277275,99401,50401,38674,68861,66796,41398,47822,18470,23206,6012,234333,712,233621,175542,13110,217458,55302,6100,581,399,12024,1104,4133,6210,577,680253,44011,68920,98866
25023,Plymouth County,25, Massachusetts,0.799756663,21,93885,87749,512135,27294,436705,54142,3622,9027,821,19476,47801,10541,23100,9245,14717,55436,11460,25705,18197,186306,141482,44824,21320,71309,41751,51926,500736,2206,918,1288,205841,47530,16492,23875,44648,52255,30039,35489,11399,20300,3559,162447,482,161965,120292,10379,149366,39163,4439,402,149,5145,872,3853,335,85,501052,38264,63686,91302
25025,Suffolk County,25, Massachusetts,0.710347898,118,514451,480296,791766,42567,482750,216122,6850,77195,1519,179702,235974,64176,127837,57983,94371,265808,70174,139687,35119,307870,111194,196676,95310,104854,47896,59810,742756,11195,2370,8825,333238,267321,104947,66955,107128,70555,31408,31824,49010,43222,8812,255836,895,254941,182464,23283,225560,67274,8625,1511,1193,39974,19229,9557,9336,1852,747962,144697,209855,267062
25027,Worcester County,25, Massachusetts,0.801608228,34,132423,124139,822280,44671,712131,52165,6145,46054,1234,91732,98158,21543,50969,18921,35683,127080,28183,63670,29931,307294,199681,107613,48490,119228,65052,74524,792345,6361,2042,4319,333830,122458,37311,45019,83104,80685,44592,53894,29935,40305,7651,259338,1339,257999,182914,19109,232680,70818,10154,1467,273,14845,6826,3936,2454,1629,794423,82745,129646,183167
26001,Alcona County,26, Michigan,0.889008621,0,0,0,10364,318,10203,77,135,54,11,149,143,12,19,7,9,195,13,23,253,5008,4398,610,318,1126,1169,2395,10230,52,27,25,11177,153,84,528,942,1462,1064,1012,134,1331,177,3500,67,3433,2213,783,1888,784,796,348,13,26,10,14,2,0,10213,1631,2730,4092
26003,Alger County,26, Michigan,0.821600226,0,0,0,9194,323,8155,709,605,33,2,137,83,21,31,21,21,116,36,46,173,3094,2628,466,238,767,794,1295,8158,39,23,16,6671,426,175,224,620,859,568,823,1036,697,150,2247,45,2202,1133,197,1882,951,176,43,9,0,0,0,0,0,8149,946,1788,2797
26005,Allegan County,26, Michigan,0.873024276,0,0,0,115250,7156,110238,2525,1493,1181,160,8392,3615,582,1691,529,1303,4370,590,1938,3735,43000,35394,7606,7017,15662,9594,10727,114034,887,644,243,50772,4374,1437,5342,11019,11412,7632,7595,1216,9069,1155,32776,269,32507,23133,8097,19900,7016,4710,1754,102,385,347,29,9,0,113955,11781,21163,32267
26007,Alpena County,26, Michigan,0.875427177,0,0,0,28612,1374,28108,240,325,214,58,382,405,72,108,60,78,550,72,124,1137,12717,9859,2858,1909,3777,2953,4078,28073,93,42,51,16044,1801,577,1927,2597,3029,2214,2950,539,2712,497,9508,86,9422,5801,1350,7330,3106,859,254,56,35,10,21,4,0,28009,4033,7088,10695
26009,Antrim County,26, Michigan,0.875059102,0,0,0,23177,991,22605,198,446,96,27,517,419,61,194,61,142,518,64,200,689,9805,8440,1365,1010,2736,2340,3719,22921,139,81,58,18035,1392,338,1098,2459,2720,1825,1703,256,1823,439,7543,63,7480,5262,1304,5035,1651,1100,397,38,23,8,9,6,0,22844,2748,5136,7713
26011,Arenac County,26, Michigan,0.906129653,0,0,0,15165,690,14807,147,302,80,5,301,193,8,40,8,19,225,8,56,561,6684,5514,1170,823,1884,1675,2302,14955,91,61,30,9831,591,164,760,1398,1758,1411,1357,210,1860,331,4493,82,4411,3027,836,2929,1072,703,213,13,9,0,7,0,2,14946,2714,4480,6170
26013,Baraga County,26, Michigan,0.798627685,0,0,0,8507,382,6751,901,1266,85,4,132,125,12,67,10,43,152,12,67,302,3036,2458,578,313,940,735,1048,7188,79,67,12,5292,352,95,335,575,893,556,677,1319,747,71,2218,54,2164,1172,207,1856,887,133,22,0,9,0,4,2,3,7122,1165,1884,2715
26015,Barry County,26, Michigan,0.885300931,0,0,0,60057,3291,58788,719,712,386,43,1714,912,198,472,180,367,1155,228,532,2060,23840,19624,4216,3565,8388,5394,6493,59363,442,308,134,27468,1377,556,2839,5955,6518,3961,4567,694,4320,730,18790,260,18530,13347,4097,11501,3968,2853,919,35,54,42,10,0,2,59100,5120,10034,16045
26017,Bay County,26, Michigan,0.867110098,0,0,0,104786,5181,101519,2990,1283,936,12,5503,1530,139,473,118,328,1873,173,536,5055,43891,34103,9788,7027,14321,9540,13003,103363,353,235,118,48260,6671,2882,6135,10241,10483,6406,10626,1423,8459,835,34597,249,34348,24323,4906,27455,8872,2445,674,88,296,124,105,26,41,103437,16577,25429,34891
26019,Benzie County,26, Michigan,0.883694779,0,0,0,17552,834,17074,146,451,121,8,435,285,21,143,21,54,358,24,146,449,6733,6037,696,542,2070,1613,2508,17223,90,77,13,12476,588,170,564,1408,2167,1478,1116,329,1076,154,5503,61,5442,3694,824,4028,1419,610,228,37,5,0,5,0,0,17320,1643,3329,4906
26021,Berrien County,26, Michigan,0.835183618,4,9233,9103,154807,9078,126111,25392,1881,3964,209,8340,9042,2509,4758,2440,4138,10164,2600,4970,7122,63908,44588,19320,11140,20311,13028,19429,150421,1201,466,735,77322,12716,5017,10435,16491,15736,9365,11881,4386,13193,3419,47296,416,46880,33062,6166,37521,11882,4357,1091,173,487,251,131,76,29,150936,24848,41502,55915
26023,Branch County,26, Michigan,0.865141956,0,0,0,43584,2646,41587,1155,452,521,30,2019,1388,252,788,196,516,1611,298,881,1779,16506,12310,4196,2939,5610,3266,4691,41211,273,189,84,20818,1962,795,2322,4153,4317,2572,3142,2373,3318,688,12500,152,12348,9129,2128,8981,2519,1375,452,39,138,42,19,37,40,41087,6357,10954,15855
26025,Calhoun County,26, Michigan,0.82199599,4,9027,8575,134473,8388,114921,17801,2192,4073,53,6885,5024,1939,3086,1890,2623,5911,2056,3318,6679,53659,37280,16379,9974,18097,10993,14595,130419,641,439,202,60879,12869,6889,9397,14977,12256,7376,9653,4054,11431,1190,41038,373,40665,29647,8263,29663,9450,3575,856,135,527,166,27,334,0,130682,22073,35596,49318
26027,Cass County,26, Michigan,0.855280519,0,0,0,51460,2553,47178,3546,1244,570,23,1949,885,123,323,118,256,1153,134,337,2171,20855,16784,4071,2952,6849,4731,6323,51044,514,210,304,26213,1521,428,2368,4583,5822,3762,4320,416,3955,858,16042,178,15864,10520,2450,11512,4199,2182,862,66,80,62,0,18,0,51001,6157,9941,15424
26029,Charlevoix County,26, Michigan,0.880284553,0,0,0,26219,1169,25462,236,663,211,35,504,474,141,206,98,135,639,167,250,846,11379,9247,2132,1608,3430,2589,3752,25890,79,66,13,17630,2263,756,1474,2649,2924,2123,2209,329,1966,535,8878,76,8802,6219,1501,6120,2049,1223,382,18,22,10,10,2,0,25787,2776,5212,7333
26031,Cheboygan County,26, Michigan,0.88345679,0,0,0,25458,969,24654,291,1229,193,8,351,362,14,88,14,38,442,14,88,827,11201,9227,1974,1226,3176,2629,4170,25140,139,62,77,18459,1048,326,1248,2317,3260,2298,2078,318,2525,503,8173,137,8036,5316,1615,4899,1917,1652,644,30,13,4,2,7,0,25125,3730,6466,9307
26033,Chippewa County,26, Michigan,0.826057857,0,0,0,37834,1842,29205,3055,7557,629,131,702,998,165,358,155,243,1648,225,559,1415,14046,9721,4325,2666,4405,2809,4166,33915,102,75,27,21425,2465,1160,2282,3865,3595,2126,2178,3919,2919,450,10677,132,10545,5041,774,8509,4583,1419,656,50,37,0,11,20,6,33902,6267,9765,13583
26035,Clare County,26, Michigan,0.884185574,0,0,0,30616,1648,30037,322,537,142,30,592,490,49,143,43,49,608,51,149,1036,12406,10111,2295,1444,3685,2832,4445,30156,308,182,126,23313,1035,425,1684,2975,3486,2263,1998,460,3488,400,8518,47,8471,5771,1792,5091,1942,1774,583,27,44,0,44,0,0,30182,7078,10728,14895
26037,Clinton County,26, Michigan,0.867577567,1,2253,2253,77896,4329,74958,2078,811,1582,34,3506,2491,658,1514,568,1031,2814,685,1561,2081,29421,23173,6248,4915,10822,6151,7533,77171,237,133,104,31496,4181,2392,4070,6991,7677,4690,5993,725,3519,848,25054,279,24775,15436,3332,19400,8287,2443,639,120,251,61,13,153,24,76992,7184,11413,17177
26039,Crawford County,26, Michigan,0.87109522,0,0,0,13836,606,13482,157,184,123,0,265,263,15,54,15,32,296,15,54,501,6047,4937,1110,725,1690,1493,2139,13625,86,66,20,11207,509,139,803,1533,1703,1120,888,211,1066,196,4785,44,4741,3389,998,2689,1003,1012,285,15,10,4,6,0,0,13590,2098,3483,4780
26041,Delta County,26, Michigan,0.860805127,0,0,0,36190,1824,35138,327,1519,309,12,461,451,29,183,23,109,617,29,227,1681,15949,12675,3274,2234,4955,3517,5243,35621,219,131,88,20352,2113,887,1743,3750,4010,2689,3757,569,3630,459,11860,99,11761,7462,1838,8739,3659,1236,442,31,10,5,2,0,3,35663,4728,9450,12821
26043,Dickinson County,26, Michigan,0.857076994,0,0,0,25570,1259,24810,239,397,283,0,381,311,62,113,38,45,406,72,135,952,11087,8618,2469,1658,3439,2485,3505,25164,152,127,25,14070,1583,585,1459,2765,2360,1932,2571,406,2190,588,8309,98,8211,5177,771,6795,2654,714,226,56,34,3,4,21,6,25110,3345,5904,8501
26045,Eaton County,26, Michigan,0.846999281,0,0,0,109155,5985,97006,8930,1668,2944,68,5793,4049,1010,2279,939,1721,4720,1195,2565,4260,44390,31919,12471,8334,14682,9417,11957,107427,789,395,394,47431,9520,5414,7403,11492,10898,6809,7788,1728,6617,1215,36558,233,36325,26960,4899,28695,7938,3968,718,99,523,221,174,99,29,107288,11495,18816,27930
26047,Emmet County,26, Michigan,0.89642707,0,0,0,33039,1595,31438,456,1645,359,65,532,606,92,204,92,187,887,135,258,1229,14510,10638,3872,2387,4543,3241,4339,32534,178,95,83,21575,3727,1297,2397,3523,3859,2431,2300,505,2403,453,11654,109,11545,8090,1900,8314,2745,1310,395,136,26,17,0,6,3,32577,3108,6464,9719
26049,Genesee County,26, Michigan,0.845215603,3,5631,5497,409361,24387,318371,90079,6012,5944,472,13797,10495,1848,3975,1586,2513,12394,2076,4510,22646,167889,116693,51196,29797,58627,34894,44571,404024,2246,1008,1238,192073,30150,16698,26981,48770,38654,22762,30722,5337,34873,6655,126361,705,125656,80097,12851,108816,42754,6276,1241,177,916,301,166,219,230,404588,80183,119860,158884
26051,Gladwin County,26, Michigan,0.875852525,0,0,0,25289,1264,24862,201,303,130,7,397,228,34,57,1,1,276,34,57,821,10999,9292,1707,1274,3099,2535,4091,25045,225,164,61,17867,722,387,1258,2748,3098,2154,1741,244,3186,446,7367,145,7222,4915,1547,3818,1194,1999,889,38,27,0,27,0,0,25007,4547,7769,10738
